,Experiment_Acc.x,Library_Acc.x,File_Acc,Avg_Score,R0_Count,R1_Count,Enrichment,life_stage_age,perturbed,lab,biosample_class,developmental_slims,system_slims,organ_slims,cell_slims,Antibody,Biosample,Library_Acc.y,Experiment_Acc.y,Correlation,cluster,corr_motif1,corr_motif2
72,ENCSR449SEF,ENCLB821IFF,ENCFF055SNS,-3298.0603126567,484,516,1.06611570247934,adult 51 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB000AXX,ENCBS555CAN,ENCLB821IFF,ENCSR449SEF,-0.20597520358335,1,-0.137097,0.931739
73,ENCSR449SEF,ENCLB821IFF,ENCFF577IHY,-3299.07375079604,481,519,1.07900207900208,adult 51 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB000AXX,ENCBS555CAN,ENCLB821IFF,ENCSR449SEF,-0.0665901084737664,1,-0.018001,0.929531
74,ENCSR449SEF,ENCLB710CAW,ENCFF980TII,-3283.53921965335,368,633,1.72010869565217,adult 51 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS515RIZ,ENCLB710CAW,ENCSR449SEF,-0.204642704915814,1,0.042893,0.929054
75,ENCSR447ANW,ENCLB232BAX,ENCFF371SLF,-3285.4831457592,405,595,1.46913580246914,adult 51 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['heart', 'arterial blood vessel', 'vasculature', 'blood vessel']",[],ENCAB000AXX,ENCBS984LMH,ENCLB232BAX,ENCSR447ANW,0.715535890671001,1,0.730676,0.707429
76,ENCSR253ALG,ENCLB127UCS,ENCFF694BHO,-3329.37394128544,324,678,2.09259259259259,adult 61 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS297KRV,ENCLB127UCS,ENCSR253ALG,0.0778962611051325,1,0.05139,0.92733
77,ENCSR253ALG,ENCLB127UCS,ENCFF935HGS,-3330.35879334256,327,676,2.06727828746177,adult 61 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS297KRV,ENCLB127UCS,ENCSR253ALG,0.0832522069634255,1,0.114224,0.936364
78,ENCSR253ALG,ENCLB127UCS,ENCFF289SSV,-3328.32734227504,314,688,2.19108280254777,adult 61 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS297KRV,ENCLB127UCS,ENCSR253ALG,0.693847241565788,1,-0.082455,0.932553
79,ENCSR253ALG,ENCLB127UCS,ENCFF994AAR,-3332.58851197648,337,667,1.97922848664688,adult 61 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS297KRV,ENCLB127UCS,ENCSR253ALG,-0.0357749529489837,1,-0.167963,0.932686
80,ENCSR000DYB,ENCLB682ZLE,ENCFF001HYT,-3332.54622269452,216,786,3.63888888888889,,False,/labs/john-stamatoyannopoulos/,cell line,['endoderm'],,"['connective tissue', 'lung']","['connective tissue cell', 'fibroblast']",ENCAB000AFP,ENCBS157XHV,ENCLB682ZLE,ENCSR000DYB,0.845998175906043,1,0.847666,0.164058
81,ENCSR230RQK,ENCLB601VZP,ENCFF698SNP,-3321.26921458788,235,765,3.25531914893617,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS547CKT,ENCLB601VZP,ENCSR230RQK,0.691029014171291,1,0.739798,0.760506
82,ENCSR230RQK,ENCLB674EBG,ENCFF305YGX,-3334.71102556418,288,715,2.48263888888889,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS547CKT,ENCLB674EBG,ENCSR230RQK,0.117771281645752,1,0.145445,0.889516
83,ENCSR230RQK,ENCLB674EBG,ENCFF600PAT,-3338.24340279583,306,694,2.26797385620915,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS547CKT,ENCLB674EBG,ENCSR230RQK,0.0040570611128171,1,0.08567,0.897731
84,ENCSR461VHZ,ENCLB266LTA,ENCFF641PTH,-3388.87687438515,899,104,0.115684093437152,adult 53 years,False,/labs/bradley-bernstein/,in vitro differentiated cells,['ectoderm'],,"['spinal cord', 'brain']",['neural cell'],ENCAB719MQZ,ENCBS534DJA,ENCLB266LTA,ENCSR461VHZ,0.442667429393843,1,0.374166,0.29558
85,ENCSR116AKQ,ENCLB560LOW,ENCFF247TPL,-3317.23233122465,325,680,2.09230769230769,adult 21 years,False,/labs/bradley-bernstein/,primary cell,"['mesoderm', 'endoderm']",,"['bodily fluid', 'blood']","['CD8+ T cell', 'hematopoietic cell', 'leukocyte', 'T cell']",ENCAB719MQZ,ENCBS529SCX,ENCLB560LOW,ENCSR116AKQ,0.898450945117175,1,0.899102,0.668768
86,ENCSR116AKQ,ENCLB560LOW,ENCFF462BME,-3315.88413839794,327,679,2.07645259938838,adult 21 years,False,/labs/bradley-bernstein/,primary cell,"['mesoderm', 'endoderm']",,"['bodily fluid', 'blood']","['CD8+ T cell', 'hematopoietic cell', 'leukocyte', 'T cell']",ENCAB719MQZ,ENCBS529SCX,ENCLB560LOW,ENCSR116AKQ,0.892587302597738,1,0.932917,0.059539
87,ENCSR116AKQ,ENCLB560LOW,ENCFF338IJH,-3320.75173961656,340,664,1.95294117647059,adult 21 years,False,/labs/bradley-bernstein/,primary cell,"['mesoderm', 'endoderm']",,"['bodily fluid', 'blood']","['CD8+ T cell', 'hematopoietic cell', 'leukocyte', 'T cell']",ENCAB719MQZ,ENCBS529SCX,ENCLB560LOW,ENCSR116AKQ,0.878879441563691,1,0.879922,0.703357
88,ENCSR116AKQ,ENCLB560LOW,ENCFF218VPA,-3320.00514194422,344,663,1.92732558139535,adult 21 years,False,/labs/bradley-bernstein/,primary cell,"['mesoderm', 'endoderm']",,"['bodily fluid', 'blood']","['CD8+ T cell', 'hematopoietic cell', 'leukocyte', 'T cell']",ENCAB719MQZ,ENCBS529SCX,ENCLB560LOW,ENCSR116AKQ,0.888664165318288,1,0.937853,0.085459
89,ENCSR907BES,ENCLB155CMY,ENCFF821ZDP,-3320.86967706039,617,385,0.623987034035656,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB719MQZ,ENCBS989UNA,ENCLB155CMY,ENCSR907BES,0.684966662227475,1,-0.084024,-0.315492
90,ENCSR907BES,ENCLB155CMY,ENCFF560KNN,-3313.43310108974,548,454,0.828467153284672,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB719MQZ,ENCBS989UNA,ENCLB155CMY,ENCSR907BES,0.0018357608336235,1,-0.084589,0.932555
91,ENCSR907BES,ENCLB883XHG,ENCFF218LAW,-3284.53125556667,386,614,1.59067357512953,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB000AXX,ENCBS633KVX,ENCLB883XHG,ENCSR907BES,0.766183618854726,1,0.78374,0.709165
92,ENCSR907BES,ENCLB883XHG,ENCFF095ZXW,-3285.9429557447,384,619,1.61197916666667,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB000AXX,ENCBS633KVX,ENCLB883XHG,ENCSR907BES,0.0248229252470682,1,0.916546,-0.045884
93,ENCSR907BES,ENCLB651KNW,ENCFF356UQE,-3300.2378737322,466,535,1.1480686695279,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB000AXX,ENCBS121FBL,ENCLB651KNW,ENCSR907BES,0.782578295727945,1,0.939972,-0.027916
94,ENCSR907BES,ENCLB651KNW,ENCFF089JPL,-3300.2378737322,466,535,1.1480686695279,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'colon', 'large intestine']",[],ENCAB000AXX,ENCBS121FBL,ENCLB651KNW,ENCSR907BES,0.735674307609871,1,0.728551,0.733607
95,ENCSR401KRN,ENCLB503OVA,ENCFF964LKA,-3286.83921282256,365,637,1.74520547945205,adult 53 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,['heart'],[],ENCAB000AXX,ENCBS493WOF,ENCLB503OVA,ENCSR401KRN,0.790343867301685,1,0.070065,0.9311
96,ENCSR266ZUX,ENCLB012YRT,ENCFF700IXE,-3287.75991171743,342,659,1.92690058479532,embryonic 5 days,False,/labs/bradley-bernstein/,organoid,['mesoderm'],,"['kidney', 'epithelium']",[],ENCAB719MQZ,ENCBS165DBC,ENCLB012YRT,ENCSR266ZUX,0.701654537704163,1,0.944265,0.036337
97,ENCSR266ZUX,ENCLB012YRT,ENCFF596XFL,-3293.23917930957,370,630,1.7027027027027,embryonic 5 days,False,/labs/bradley-bernstein/,organoid,['mesoderm'],,"['kidney', 'epithelium']",[],ENCAB719MQZ,ENCBS165DBC,ENCLB012YRT,ENCSR266ZUX,0.740576392835527,1,0.687935,0.792154
98,ENCSR266ZUX,ENCLB793BGL,ENCFF392YXT,-3291.0279893346,369,632,1.71273712737127,embryonic 5 days,False,/labs/bradley-bernstein/,organoid,['mesoderm'],,"['kidney', 'epithelium']",[],ENCAB719MQZ,ENCBS165DBC,ENCLB793BGL,ENCSR266ZUX,0.705332999809703,1,0.942389,0.144386
99,ENCSR266ZUX,ENCLB793BGL,ENCFF304UWQ,-3291.05302251525,358,645,1.80167597765363,embryonic 5 days,False,/labs/bradley-bernstein/,organoid,['mesoderm'],,"['kidney', 'epithelium']",[],ENCAB719MQZ,ENCBS165DBC,ENCLB793BGL,ENCSR266ZUX,0.758831434919174,1,0.790911,0.716237
100,ENCSR000DYD,ENCLB209ACG,ENCFF000VPF,-3282.80890353258,338,664,1.96449704142012,adult 58 years,False,/labs/michael-snyder/,cell line,['endoderm'],,['lung'],['cancer cell'],ENCAB000AFQ,ENCBS159AAA,ENCLB209ACG,ENCSR000DYD,0.698325923074767,1,0.017641,0.158552
101,ENCSR380WJL,ENCLB063FXY,ENCFF748KQY,-3332.94120424459,317,686,2.16403785488959,adult 41 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS312CUX,ENCLB063FXY,ENCSR380WJL,0.758596589415877,1,0.945604,-0.117592
102,ENCSR380WJL,ENCLB326XAS,ENCFF696WKF,-3338.02838425432,340,661,1.94411764705882,adult 41 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS312CUX,ENCLB326XAS,ENCSR380WJL,0.766026576438965,1,0.803628,0.77705
103,ENCSR966OUM,ENCLB604QJK,ENCFF619CML,-3328.36300172508,481,519,1.07900207900208,embryonic 5 days,False,/labs/bradley-bernstein/,organoid,['mesoderm'],,"['kidney', 'epithelium']",[],ENCAB719MQZ,ENCBS202RGJ,ENCLB604QJK,ENCSR966OUM,0.750649817260327,1,0.775241,0.748611
104,ENCSR597TGH,ENCLB130YAC,ENCFF663PRI,-3329.72090205895,264,737,2.79166666666667,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB130YAC,ENCSR597TGH,0.146241292943867,1,0.945286,0.41231
105,ENCSR597TGH,ENCLB130YAC,ENCFF390DDO,-3327.66708811006,265,738,2.78490566037736,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB130YAC,ENCSR597TGH,0.139199628475146,1,0.946788,0.064548
106,ENCSR597TGH,ENCLB130YAC,ENCFF740LRU,-3329.22466582892,265,737,2.7811320754717,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB130YAC,ENCSR597TGH,0.148083197416975,1,0.948571,0.231358
107,ENCSR597TGH,ENCLB130YAC,ENCFF673IJK,-3326.56920203968,258,744,2.88372093023256,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB130YAC,ENCSR597TGH,0.148761239384467,1,0.948597,-0.011977
108,ENCSR597TGH,ENCLB734EWH,ENCFF435MLH,-3315.33526666617,208,793,3.8125,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB734EWH,ENCSR597TGH,0.143281503700305,1,0.942809,0.145966
109,ENCSR597TGH,ENCLB734EWH,ENCFF260MQP,-3314.70995154925,211,795,3.76777251184834,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB734EWH,ENCSR597TGH,0.147026984947134,1,0.95673,-0.236505
110,ENCSR597TGH,ENCLB734EWH,ENCFF130ONT,-3313.01963986126,205,798,3.89268292682927,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB734EWH,ENCSR597TGH,0.144048084904973,1,0.943172,0.346578
111,ENCSR597TGH,ENCLB734EWH,ENCFF750BCS,-3315.73128070592,208,793,3.8125,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS658CIB,ENCLB734EWH,ENCSR597TGH,0.148402081698072,1,0.944454,0.214241
112,ENCSR736PZW,ENCLB522ZRZ,ENCFF590IIP,-3322.37379550072,293,707,2.41296928327645,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB522ZRZ,ENCSR736PZW,0.77695200787955,1,0.764731,0.716812
113,ENCSR736PZW,ENCLB522ZRZ,ENCFF574NUJ,-3321.71313716202,277,725,2.6173285198556,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB522ZRZ,ENCSR736PZW,0.147867129483605,1,-0.006469,0.935296
114,ENCSR736PZW,ENCLB109OIZ,ENCFF175RHL,-3330.16440519059,326,675,2.07055214723926,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB109OIZ,ENCSR736PZW,-0.19603976351958,1,-0.043202,0.715529
115,ENCSR736PZW,ENCLB109OIZ,ENCFF399NSH,-3334.73618941552,334,666,1.9940119760479,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB109OIZ,ENCSR736PZW,-0.140748158813639,1,-0.165595,0.766028
116,ENCSR736PZW,ENCLB109OIZ,ENCFF099FBL,-3326.00972748227,308,694,2.25324675324675,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB109OIZ,ENCSR736PZW,0.7575778301491,1,0.939967,-0.081562
117,ENCSR736PZW,ENCLB109OIZ,ENCFF155EWB,-3326.57976287683,305,695,2.27868852459016,child 16 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['lung'],[],ENCAB719MQZ,ENCBS892NYC,ENCLB109OIZ,ENCSR736PZW,0.712008631698433,1,-0.031594,0.937208
118,ENCSR352EIC,ENCLB757YGC,ENCFF207NCQ,-3313.58626797014,235,766,3.25957446808511,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB757YGC,ENCSR352EIC,0.152908902144572,1,0.945337,0.025357
119,ENCSR352EIC,ENCLB757YGC,ENCFF571QGZ,-3313.76850174976,226,776,3.43362831858407,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB757YGC,ENCSR352EIC,0.15107360251316,1,0.94174,0.070292
120,ENCSR352EIC,ENCLB757YGC,ENCFF500XYA,-3312.69997256687,238,762,3.20168067226891,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB757YGC,ENCSR352EIC,0.151739106764282,1,0.941876,0.064929
121,ENCSR352EIC,ENCLB757YGC,ENCFF417KSC,-3309.00774121204,215,786,3.65581395348837,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB757YGC,ENCSR352EIC,0.152179437758183,1,0.0,0.0
122,ENCSR352EIC,ENCLB796DQF,ENCFF402HRL,-3314.86300456137,241,760,3.15352697095436,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB796DQF,ENCSR352EIC,0.145361986980385,1,0.0,0.0
123,ENCSR352EIC,ENCLB796DQF,ENCFF056SII,-3310.43353983104,216,787,3.64351851851852,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB796DQF,ENCSR352EIC,0.149987899734761,1,0.943608,0.081666
124,ENCSR352EIC,ENCLB796DQF,ENCFF843ATC,-3315.80435079305,220,782,3.55454545454545,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB796DQF,ENCSR352EIC,0.147320236382093,1,0.938924,0.227055
125,ENCSR352EIC,ENCLB796DQF,ENCFF514HQV,-3315.32829227878,233,768,3.29613733905579,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS889ZME,ENCLB796DQF,ENCSR352EIC,0.149495706073344,1,0.941207,-0.013996
126,ENCSR000AHD,ENCLB306ZZZ,ENCFF000QLT,-3270.17977956087,626,375,0.599041533546326,adult 69 years,False,/labs/richard-myers/,cell line,['ectoderm'],,"['exocrine gland', 'mammary gland', 'epithelium']","['epithelial cell', 'cancer cell']",ENCAB000AFR,ENCBS001AAA,ENCLB306ZZZ,ENCSR000AHD,0.706676510908257,1,0.957282,-0.130899
127,ENCSR000DQY,ENCLB603XZW,ENCFF001HBY,-3350.21828025651,613,387,0.631321370309951,,False,/labs/john-stamatoyannopoulos/,cell line,['mesoderm'],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB000AFP,ENCBS187AAA,ENCLB603XZW,ENCSR000DQY,-0.0465484186108184,1,-0.053114,0.938388
128,ENCSR782BSY,ENCLB943DVO,ENCFF120DLR,-3357.92521120002,482,520,1.07883817427386,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB943DVO,ENCSR782BSY,0.707229949493207,1,0.710168,0.669622
129,ENCSR782BSY,ENCLB943DVO,ENCFF372LOM,-3355.51083071463,460,543,1.1804347826087,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB943DVO,ENCSR782BSY,0.710110406173296,1,0.928985,-0.17968
130,ENCSR782BSY,ENCLB943DVO,ENCFF731MIM,-3355.437808602,479,523,1.09185803757829,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB943DVO,ENCSR782BSY,0.713068090459161,1,0.928356,-0.004414
131,ENCSR782BSY,ENCLB943DVO,ENCFF466HZF,-3359.26297958816,507,495,0.976331360946746,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB943DVO,ENCSR782BSY,0.709936801639576,1,0.932105,-0.048076
132,ENCSR782BSY,ENCLB110YHH,ENCFF512VAW,-3359.4649337576,513,491,0.957115009746589,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB110YHH,ENCSR782BSY,0.732960827856033,1,0.938149,-0.015211
133,ENCSR782BSY,ENCLB110YHH,ENCFF468ICT,-3363.8516849857,516,487,0.943798449612403,,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,"['extraembryonic component', 'placenta']",[],ENCAB719MQZ,ENCBS834VHU,ENCLB110YHH,ENCSR782BSY,0.735591113354487,1,0.938952,-0.066256
134,ENCSR384KPP,ENCLB579MEV,ENCFF470TWY,-3259.2513848874,407,594,1.45945945945946,adult 58 years,True,/labs/tim-reddy/,cell line,['endoderm'],,['lung'],['cancer cell'],ENCAB809HPR,ENCBS291IYO,ENCLB579MEV,ENCSR384KPP,0.0603538467310464,1,0.725799,0.754692
135,ENCSR355PMV,ENCLB469TFP,ENCFF905QDE,-3331.89132174536,370,631,1.70540540540541,adult 40 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,['heart'],[],ENCAB719MQZ,ENCBS649GUV,ENCLB469TFP,ENCSR355PMV,0.729994458589643,1,0.0795,0.941032
136,ENCSR856TKC,ENCLB088MEP,ENCFF286OQT,-3327.04342635046,348,658,1.89080459770115,adult 33 years,False,/labs/bradley-bernstein/,primary cell,"['mesoderm', 'endoderm']",,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'NK cell']",ENCAB719MQZ,ENCBS358EEP,ENCLB088MEP,ENCSR856TKC,0.894005727708952,1,0.936525,0.064814
137,ENCSR614HHL,ENCLB101ECY,ENCFF131OZV,-3294.92066145206,470,530,1.12765957446809,adult 51 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,['vagina'],[],ENCAB000AXX,ENCBS468YOF,ENCLB101ECY,ENCSR614HHL,-0.0476971646744716,1,0.020063,-0.235366
138,ENCSR614HHL,ENCLB101ECY,ENCFF874VBS,-3289.81595236744,455,546,1.2,adult 51 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,['vagina'],[],ENCAB000AXX,ENCBS468YOF,ENCLB101ECY,ENCSR614HHL,0.484125606289408,1,-0.086663,0.147818
139,ENCSR408ZEE,ENCLB039DUD,ENCFF119WTV,-3340.18788478936,552,449,0.813405797101449,adult 51 years,False,/labs/bradley-bernstein/,tissue,"['mesoderm', 'ectoderm']",,"['endocrine gland', 'adrenal gland']",[],ENCAB000AXX,ENCBS458UEH,ENCLB039DUD,ENCSR408ZEE,-0.39475744333539,1,0.021097,-0.070359
140,ENCSR408ZEE,ENCLB035IAJ,ENCFF781OMB,-3326.32886154835,435,565,1.29885057471264,adult 51 years,False,/labs/bradley-bernstein/,tissue,"['mesoderm', 'ectoderm']",,"['endocrine gland', 'adrenal gland']",[],ENCAB000AXX,ENCBS458UEH,ENCLB035IAJ,ENCSR408ZEE,-0.0267889869110293,1,-0.098961,0.941604
141,ENCSR408ZEE,ENCLB035IAJ,ENCFF420ACV,-3323.64338308068,427,573,1.34192037470726,adult 51 years,False,/labs/bradley-bernstein/,tissue,"['mesoderm', 'ectoderm']",,"['endocrine gland', 'adrenal gland']",[],ENCAB000AXX,ENCBS458UEH,ENCLB035IAJ,ENCSR408ZEE,-0.0696036955058322,1,-0.11218,0.939166
142,ENCSR527TPP,ENCLB014GFW,ENCFF529UQP,-3282.61220608054,402,599,1.49004975124378,adult 51 years,False,/labs/bradley-bernstein/,tissue,[],,['uterus'],[],ENCAB000AXX,ENCBS443NGH,ENCLB014GFW,ENCSR527TPP,0.103375712668374,1,0.025276,0.916193
143,ENCSR527TPP,ENCLB014GFW,ENCFF949PVL,-3286.84645342573,428,573,1.33878504672897,adult 51 years,False,/labs/bradley-bernstein/,tissue,[],,['uterus'],[],ENCAB000AXX,ENCBS443NGH,ENCLB014GFW,ENCSR527TPP,0.0913796269220198,1,0.184266,0.919156
144,ENCSR527TPP,ENCLB777BOQ,ENCFF602LOK,-3299.87319110873,527,473,0.89753320683112,adult 51 years,False,/labs/bradley-bernstein/,tissue,[],,['uterus'],[],ENCAB000AXX,ENCBS443NGH,ENCLB777BOQ,ENCSR527TPP,-0.0023967119609281,1,-0.016126,0.939308
145,ENCSR236YGF,ENCLB415IEO,ENCFF106EPI,-3299.87116758351,506,495,0.978260869565217,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB415IEO,ENCSR236YGF,0.0263392083036292,1,-0.12072,0.924159
