,Experiment_Acc.x,Library_Acc.x,File_Acc,Avg_Score,R0_Count,R1_Count,Enrichment,life_stage_age,perturbed,lab,biosample_class,developmental_slims,system_slims,organ_slims,cell_slims,Antibody,Biosample,Library_Acc.y,Experiment_Acc.y,Correlation,cluster,corr_motif1,corr_motif2
146,ENCSR236YGF,ENCLB415IEO,ENCFF408ZMK,-3297.67775912737,483,518,1.07246376811594,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB415IEO,ENCSR236YGF,-0.196457237191104,1,-0.080912,0.926126
147,ENCSR236YGF,ENCLB415IEO,ENCFF099EIX,-3297.67775912737,483,518,1.07246376811594,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB415IEO,ENCSR236YGF,0.158023217011488,1,-0.21446,0.928374
148,ENCSR236YGF,ENCLB415IEO,ENCFF404PSS,-3291.25315426855,465,535,1.1505376344086,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB415IEO,ENCSR236YGF,0.279790177721302,1,0.113771,0.932119
149,ENCSR236YGF,ENCLB775VMU,ENCFF350SWA,-3301.68215118401,498,502,1.00803212851406,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB775VMU,ENCSR236YGF,0.07616299706542,1,-0.100883,0.91878
150,ENCSR236YGF,ENCLB775VMU,ENCFF010MYN,-3301.68215118401,498,502,1.00803212851406,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB775VMU,ENCSR236YGF,-0.16310522362555,1,-0.136857,0.453211
151,ENCSR236YGF,ENCLB775VMU,ENCFF739BFN,-3308.87378488188,576,425,0.737847222222222,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['intestine', 'large intestine', 'colon']",[],ENCAB719MQZ,ENCBS280DYM,ENCLB775VMU,ENCSR236YGF,-0.026221649276381,1,-0.070428,0.93189
152,ENCSR300WOR,ENCLB736GAY,ENCFF952YWG,-3382.44573833491,947,54,0.0570221752903907,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS587MGS,ENCLB736GAY,ENCSR300WOR,-0.0614544288253614,1,-0.051931,0.268558
153,ENCSR922HGS,ENCLB182NRW,ENCFF450RFF,-3331.2371593994,316,687,2.17405063291139,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS173HMY,ENCLB182NRW,ENCSR922HGS,0.721083034889967,1,0.929699,0.250919
154,ENCSR922HGS,ENCLB182NRW,ENCFF647BVX,-3332.02008731336,311,690,2.21864951768489,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS173HMY,ENCLB182NRW,ENCSR922HGS,0.0638825048579265,1,0.655747,0.739785
155,ENCSR922HGS,ENCLB434XVD,ENCFF500ODX,-3324.75736665423,279,722,2.58781362007168,adult 90 or above years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS173HMY,ENCLB434XVD,ENCSR922HGS,0.700207629086622,1,0.918169,-0.074592
156,ENCSR572DUJ,ENCLB621OUU,ENCFF469MGV,-3295.67804899828,354,647,1.82768361581921,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS869MHP,ENCLB621OUU,ENCSR572DUJ,-0.174296983324442,1,-0.064121,0.936401
157,ENCSR572DUJ,ENCLB621OUU,ENCFF943NVH,-3297.7820253726,363,637,1.75482093663912,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS869MHP,ENCLB621OUU,ENCSR572DUJ,-0.0930210768617119,1,-0.098183,0.937987
158,ENCSR105HEC,ENCLB803LHL,ENCFF063UTG,-3336.67377261157,412,588,1.42718446601942,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB803LHL,ENCSR105HEC,0.575041646146611,1,0.784495,0.753785
159,ENCSR105HEC,ENCLB803LHL,ENCFF536FRD,-3335.73325920881,414,587,1.41787439613527,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB803LHL,ENCSR105HEC,0.166037156031373,1,-0.020502,-0.602121
160,ENCSR105HEC,ENCLB803LHL,ENCFF129CLZ,-3339.48884959724,423,578,1.36643026004728,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB803LHL,ENCSR105HEC,0.192440612609041,1,0.166556,-0.637454
161,ENCSR105HEC,ENCLB803LHL,ENCFF181MSE,-3343.19236651492,447,555,1.24161073825503,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB803LHL,ENCSR105HEC,-0.2690355371138,1,-0.452543,-0.033695
162,ENCSR105HEC,ENCLB037BUC,ENCFF588SYT,-3338.39118498471,418,583,1.39473684210526,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB037BUC,ENCSR105HEC,0.794833652401762,1,0.748316,0.249777
163,ENCSR105HEC,ENCLB037BUC,ENCFF183MPC,-3336.61567798611,414,586,1.41545893719807,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB037BUC,ENCSR105HEC,0.778644832816202,1,0.360681,-0.099348
164,ENCSR105HEC,ENCLB037BUC,ENCFF861CTU,-3336.42895174501,404,596,1.47524752475248,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB037BUC,ENCSR105HEC,0.584837173445181,1,0.72382,0.205598
165,ENCSR105HEC,ENCLB899IBW,ENCFF936CDL,-3348.8072160759,508,493,0.970472440944882,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB899IBW,ENCSR105HEC,0.0956200663121401,1,0.095779,0.113142
166,ENCSR105HEC,ENCLB899IBW,ENCFF036EGE,-3346.46483725285,497,505,1.01609657947686,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB899IBW,ENCSR105HEC,0.0270411930745344,1,-0.02621,-0.226445
167,ENCSR105HEC,ENCLB899IBW,ENCFF530TPD,-3349.59983901179,510,491,0.962745098039216,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB899IBW,ENCSR105HEC,0.218334345075792,1,0.099771,0.26647
168,ENCSR105HEC,ENCLB899IBW,ENCFF798PSY,-3345.84991359375,487,513,1.05338809034908,adult 22 years,False,/labs/bradley-bernstein/,primary cell,[],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB719MQZ,ENCBS458DQO,ENCLB899IBW,ENCSR105HEC,0.146115339566582,1,0.158818,-0.497717
169,ENCSR113COJ,ENCLB640FJA,ENCFF438ZXW,-3332.34408455665,352,649,1.84375,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB640FJA,ENCSR113COJ,0.763525724808755,1,0.068674,0.929187
170,ENCSR113COJ,ENCLB640FJA,ENCFF531JEF,-3331.1620843411,350,650,1.85714285714286,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB640FJA,ENCSR113COJ,0.773034151260651,1,0.924176,0.104204
171,ENCSR113COJ,ENCLB640FJA,ENCFF156XGO,-3333.27941425956,374,627,1.67647058823529,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB640FJA,ENCSR113COJ,0.0480409242590979,1,0.058956,0.932633
172,ENCSR113COJ,ENCLB236JMN,ENCFF702YNO,-3334.92713416178,387,615,1.58914728682171,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB236JMN,ENCSR113COJ,0.124954083031145,1,0.670441,0.67867
173,ENCSR113COJ,ENCLB236JMN,ENCFF958OZA,-3336.59485470761,381,621,1.62992125984252,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB236JMN,ENCSR113COJ,0.726069411451529,1,0.93471,0.029605
174,ENCSR113COJ,ENCLB236JMN,ENCFF493CRJ,-3339.11244113402,410,591,1.44146341463415,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB236JMN,ENCSR113COJ,0.125565680106481,1,0.747056,0.684216
175,ENCSR113COJ,ENCLB236JMN,ENCFF552CEV,-3337.24390391686,394,607,1.54060913705584,adult 59 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB719MQZ,ENCBS483KZB,ENCLB236JMN,ENCSR113COJ,0.0380192083529158,1,0.1403,-0.002401
176,ENCSR000BNH,ENCLB559JKU,ENCFF000OOF,-3303.03652927324,220,782,3.55454545454545,,False,/labs/richard-myers/,cell line,[],,['embryo'],"['embryonic cell', 'stem cell']",ENCAB000AFR,ENCBS111ENC,ENCLB559JKU,ENCSR000BNH,0.834515803436804,1,0.834639,0.072778
177,ENCSR072EUE,ENCLB063SGX,ENCFF752EVM,-3298.97967835877,551,451,0.818511796733212,adult 44 years,False,/labs/bradley-bernstein/,cell line,['mesoderm'],,"['bone element', 'bone marrow']",['cancer cell'],ENCAB000AXX,ENCBS899DSB,ENCLB063SGX,ENCSR072EUE,-0.204860095986263,1,-0.058323,0.960166
178,ENCSR000BNO,ENCLB559JXI,ENCFF000RHD,-3348.16892799498,277,727,2.62454873646209,adult 54 years,True,/labs/richard-myers/,cell line,['ectoderm'],,"['exocrine gland', 'mammary gland', 'epithelium']","['epithelial cell', 'cancer cell']",ENCAB000AFR,ENCBS597ENC,ENCLB559JXI,ENCSR000BNO,0.716290511630814,1,0.909863,-0.071805
179,ENCSR000BNO,ENCLB559JXH,ENCFF000RHF,-3296.06656703966,121,882,7.28925619834711,adult 54 years,True,/labs/richard-myers/,cell line,['ectoderm'],,"['exocrine gland', 'mammary gland', 'epithelium']","['epithelial cell', 'cancer cell']",ENCAB000AFR,ENCBS597ENC,ENCLB559JXH,ENCSR000BNO,0.859856599043209,1,0.859631,0.349717
180,ENCSR288YJL,ENCLB167UVT,ENCFF426XQS,-3292.85039483484,124,877,7.07258064516129,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS802HCI,ENCLB167UVT,ENCSR288YJL,0.142783805962198,1,0.958397,0.203014
181,ENCSR288YJL,ENCLB884PHB,ENCFF349ZTH,-3301.91303069019,146,859,5.88356164383562,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS802HCI,ENCLB884PHB,ENCSR288YJL,0.140961225983748,1,0.955971,0.221555
182,ENCSR288YJL,ENCLB884PHB,ENCFF065IWX,-3302.68245837887,140,863,6.16428571428571,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS802HCI,ENCLB884PHB,ENCSR288YJL,0.137256428229035,1,0.95831,-0.210626
183,ENCSR288YJL,ENCLB884PHB,ENCFF812GHF,-3301.2640984632,150,851,5.67333333333333,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS802HCI,ENCLB884PHB,ENCSR288YJL,0.143558535584097,1,0.957942,0.231551
184,ENCSR288YJL,ENCLB884PHB,ENCFF477JMR,-3301.05798269593,145,856,5.90344827586207,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS802HCI,ENCLB884PHB,ENCSR288YJL,0.14560894990936,1,0.957133,0.21659
185,ENCSR331OGX,ENCLB854TYJ,ENCFF250RYR,-3311.61573881125,468,533,1.13888888888889,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['endocrine gland', 'thyroid gland']",[],ENCAB000AXX,ENCBS586UUR,ENCLB854TYJ,ENCSR331OGX,0.311511565547575,1,0.672087,0.275864
186,ENCSR331OGX,ENCLB854TYJ,ENCFF585YPM,-3313.36378323415,473,527,1.11416490486258,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['endocrine gland', 'thyroid gland']",[],ENCAB000AXX,ENCBS586UUR,ENCLB854TYJ,ENCSR331OGX,0.72054592615317,1,0.663453,0.698409
187,ENCSR331OGX,ENCLB790HOF,ENCFF850ORZ,-3313.45080023423,479,521,1.08768267223382,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['endocrine gland', 'thyroid gland']",[],ENCAB000AXX,ENCBS586UUR,ENCLB790HOF,ENCSR331OGX,0.738498163352826,1,0.686289,0.514308
188,ENCSR331OGX,ENCLB790HOF,ENCFF787XGB,-3310.10177258551,470,531,1.12978723404255,adult 53 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['endocrine gland', 'thyroid gland']",[],ENCAB000AXX,ENCBS586UUR,ENCLB790HOF,ENCSR331OGX,0.698540983566815,1,-0.018462,0.059896
189,ENCSR452KYY,ENCLB794HDY,ENCFF929HGQ,-3349.10801698234,434,568,1.30875576036866,adult 84 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS158KQX,ENCLB794HDY,ENCSR452KYY,0.127884652965097,1,0.044345,-0.047059
190,ENCSR452KYY,ENCLB794HDY,ENCFF903VEW,-3348.99659467941,426,576,1.35211267605634,adult 84 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS158KQX,ENCLB794HDY,ENCSR452KYY,0.068838155264537,1,0.932579,-0.101336
191,ENCSR452KYY,ENCLB794HDY,ENCFF155WTP,-3349.10806180298,436,565,1.29587155963303,adult 84 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS158KQX,ENCLB794HDY,ENCSR452KYY,0.146257324641237,1,-0.170428,0.93093
192,ENCSR452KYY,ENCLB666NXN,ENCFF647SYD,-3345.10325150486,409,594,1.45232273838631,adult 84 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS158KQX,ENCLB666NXN,ENCSR452KYY,-0.319757383084594,1,0.089823,0.928295
193,ENCSR452KYY,ENCLB666NXN,ENCFF105MVT,-3349.87705742629,449,556,1.23830734966592,adult 84 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS158KQX,ENCLB666NXN,ENCSR452KYY,0.098582904984082,1,-0.049571,0.930647
194,ENCSR908TBJ,ENCLB531VTT,ENCFF213MUJ,-3292.01186113078,117,884,7.55555555555556,adult 48 years,True,/labs/bradley-bernstein/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB719MQZ,ENCBS338OSL,ENCLB531VTT,ENCSR908TBJ,0.137440693963686,1,0.947477,0.176422
195,ENCSR266UTR,ENCLB384PMQ,ENCFF773YML,-3292.25813976412,461,539,1.16919739696312,adult 51 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['esophagus', 'epithelium']",[],ENCAB719MQZ,ENCBS467KQD,ENCLB384PMQ,ENCSR266UTR,0.119750455779726,1,0.013878,-0.022251
196,ENCSR266UTR,ENCLB859TMK,ENCFF672CIG,-3298.21137625261,505,495,0.98019801980198,adult 51 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['esophagus', 'epithelium']",[],ENCAB719MQZ,ENCBS467KQD,ENCLB859TMK,ENCSR266UTR,0.0036574384347367,1,0.083033,0.649196
197,ENCSR687APM,ENCLB894NFF,ENCFF644KBZ,-3308.44496372808,429,573,1.33566433566434,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB894NFF,ENCSR687APM,0.0002618274873419,1,0.029177,0.940048
198,ENCSR687APM,ENCLB894NFF,ENCFF267CVI,-3298.62991816985,382,619,1.62041884816754,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB894NFF,ENCSR687APM,-0.0081006662864312,1,0.018138,0.938444
199,ENCSR687APM,ENCLB894NFF,ENCFF104RVR,-3307.57741542644,434,567,1.30645161290323,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB894NFF,ENCSR687APM,0.0252009037490422,1,0.055405,0.940451
200,ENCSR687APM,ENCLB894NFF,ENCFF677KOM,-3297.28436861005,378,623,1.64814814814815,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB894NFF,ENCSR687APM,-0.0228140053296441,1,-0.068767,0.937865
201,ENCSR687APM,ENCLB713FSN,ENCFF228QKH,-3289.52509442434,345,656,1.90144927536232,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB713FSN,ENCSR687APM,0.0052355162582602,1,0.054641,0.932034
202,ENCSR687APM,ENCLB713FSN,ENCFF570GDA,-3283.98577892582,302,701,2.32119205298013,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB713FSN,ENCSR687APM,-0.0445325059293839,1,-0.145426,0.934226
203,ENCSR687APM,ENCLB713FSN,ENCFF381XJY,-3289.74137547662,333,671,2.01501501501502,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB713FSN,ENCSR687APM,-0.0083608667919069,1,0.0,0.0
204,ENCSR687APM,ENCLB713FSN,ENCFF434PKP,-3279.98212259194,296,704,2.37837837837838,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['pancreas'],[],ENCAB000AXX,ENCBS658YAJ,ENCLB713FSN,ENCSR687APM,-0.0357102913115086,1,-0.06533,0.934005
205,ENCSR000DKZ,ENCLB886CDE,ENCFF000RQK,-3297.88464408942,109,892,8.18348623853211,unknown 20 years,False,/labs/vishwanath-iyer/,cell line,['mesoderm'],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'B cell']",ENCAB000AXY,ENCBS220AAA,ENCLB886CDE,ENCSR000DKZ,0.874837101735595,1,0.943639,0.023349
206,ENCSR505ZGX,ENCLB299HZM,ENCFF619LCB,-3323.07081875465,429,572,1.33333333333333,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB299HZM,ENCSR505ZGX,-0.155421736774986,1,-0.175325,0.931195
207,ENCSR505ZGX,ENCLB299HZM,ENCFF203IYT,-3323.60805083408,434,570,1.31336405529954,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB299HZM,ENCSR505ZGX,-0.14137178308778,1,-0.145378,0.934812
208,ENCSR505ZGX,ENCLB105BCH,ENCFF528POX,-3323.9809826641,437,565,1.2929061784897,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB105BCH,ENCSR505ZGX,-0.11613762874254,1,-0.081344,0.92992
209,ENCSR505ZGX,ENCLB105BCH,ENCFF539VHK,-3322.60247229608,414,588,1.42028985507246,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB105BCH,ENCSR505ZGX,-0.156626638873524,1,-0.118814,0.929814
210,ENCSR505ZGX,ENCLB105BCH,ENCFF545PSM,-3321.66314328738,424,577,1.36084905660377,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB105BCH,ENCSR505ZGX,-0.146783980810628,1,-0.158645,0.936571
211,ENCSR505ZGX,ENCLB105BCH,ENCFF451LIK,-3326.41091332277,439,561,1.27790432801822,adult 37 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,"['thyroid gland', 'endocrine gland']",[],ENCAB719MQZ,ENCBS522TJW,ENCLB105BCH,ENCSR505ZGX,-0.161625556105156,1,-0.096508,0.935412
212,ENCSR232OFD,ENCLB644OJY,ENCFF899QUC,-3309.01111314274,459,542,1.18082788671024,adult 51 years,False,/labs/bradley-bernstein/,tissue,['mesoderm'],,['heart'],[],ENCAB000AXX,ENCBS524KBT,ENCLB644OJY,ENCSR232OFD,0.690176687678175,1,-0.004091,0.941054
213,ENCSR464DKE,ENCLB938OTD,ENCFF002AXG,-3317.39901814928,327,673,2.05810397553517,adult 38 years,False,/labs/bradley-bernstein/,cell line,['mesoderm'],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'T cell']",ENCAB000AXX,ENCBS170DPY,ENCLB938OTD,ENCSR464DKE,0.801009190055289,1,0.001131,0.958125
214,ENCSR037GKL,ENCLB968HCM,ENCFF280ZTK,-3310.54525619228,348,653,1.8764367816092,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['stomach'],[],ENCAB000AXX,ENCBS443LLE,ENCLB968HCM,ENCSR037GKL,0.756097146932291,1,0.818723,0.777183
215,ENCSR037GKL,ENCLB968HCM,ENCFF990VRH,-3310.06207730347,344,657,1.90988372093023,adult 54 years,False,/labs/bradley-bernstein/,tissue,['endoderm'],,['stomach'],[],ENCAB000AXX,ENCBS443LLE,ENCLB968HCM,ENCSR037GKL,0.659577798973245,1,0.935387,-0.165919
216,ENCSR000DUP,ENCLB197YIS,ENCFF001HPF,-3336.99950033293,417,583,1.39808153477218,adult 36 years,False,/labs/john-stamatoyannopoulos/,cell line,['mesoderm'],,"['bodily fluid', 'blood']","['hematopoietic cell', 'leukocyte', 'cancer cell']",ENCAB000AFP,ENCBS373UEY,ENCLB197YIS,ENCSR000DUP,0.742616780611378,1,0.758382,0.716646
217,ENCSR934GQS,ENCLB896PPZ,ENCFF341ZRE,-3332.9304488762,542,459,0.846863468634686,adult 41 years,False,/labs/bradley-bernstein/,tissue,[],,"['ovary', 'gonad']",[],ENCAB719MQZ,ENCBS327NVM,ENCLB896PPZ,ENCSR934GQS,0.143555731233658,1,0.010173,-0.099594
218,ENCSR000BSE,ENCLB559JQP,ENCFF000OZC,-3240.36860637789,657,348,0.529680365296804,adult 48 years,False,/labs/richard-myers/,cell line,['endoderm'],,"['intestine', 'colon', 'epithelium', 'large intestine']","['epithelial cell', 'cancer cell']",ENCAB000AFR,ENCBS389ENC,ENCLB559JQP,ENCSR000BSE,0.025048539215244,1,0.723907,-0.607677
219,ENCSR799GJD,ENCLB464ISA,ENCFF834MVO,-3342.23091449303,470,531,1.12978723404255,embryonic 5 days,False,/labs/bradley-bernstein/,in vitro differentiated cells,[],,['kidney'],['progenitor cell'],ENCAB719MQZ,ENCBS835ZTQ,ENCLB464ISA,ENCSR799GJD,0.752799634279988,1,0.728792,0.717008
220,ENCSR799GJD,ENCLB464ISA,ENCFF180JVX,-3343.99922489152,500,500,1.0,embryonic 5 days,False,/labs/bradley-bernstein/,in vitro differentiated cells,[],,['kidney'],['progenitor cell'],ENCAB719MQZ,ENCBS835ZTQ,ENCLB464ISA,ENCSR799GJD,0.792770376427358,1,-0.070874,0.945008
221,ENCSR610UDC,ENCLB054ZDQ,ENCFF553MOX,-3308.62826149473,229,771,3.36681222707424,adult 87 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS733LER,ENCLB054ZDQ,ENCSR610UDC,0.762722615745823,1,0.894915,0.139173
222,ENCSR610UDC,ENCLB054ZDQ,ENCFF018AXD,-3304.04070781421,219,783,3.57534246575342,adult 87 years,False,/labs/bradley-bernstein/,tissue,['ectoderm'],,['brain'],[],ENCAB719MQZ,ENCBS733LER,ENCLB054ZDQ,ENCSR610UDC,0.718901717663812,1,0.895981,0.175659
